Date,Open,High,Low,Close
2016-03-14,0.807968,0.821275,0.794891,0.818944
2016-03-21,0.816692,0.818587,0.792021,0.796286
2016-03-28,0.795925,0.816347,0.79557,0.802898
2016-04-04,0.802791,0.808584,0.791071,0.797578
2016-04-11,0.797267,0.810411,0.79341,0.799356
2016-04-18,0.799395,0.814725,0.795713,0.811816
2016-04-25,0.815328,0.829708,0.811974,0.826145
2016-05-02,0.824675,0.835342,0.814918,0.815416
2016-05-09,0.81476,0.821408,0.810651,0.811244
2016-05-16,0.81099,0.827921,0.810199,0.81843
2016-05-23,0.818899,0.834473,0.815409,0.827306
2016-05-30,0.826728,0.833703,0.814568,0.821686
2016-06-06,0.818787,0.830213,0.802465,0.806495
2016-06-13,0.807394,0.812162,0.790982,0.809858
2016-06-20,0.816119,0.850702,0.74918,0.773741
2016-06-27,0.760288,0.77089,0.743108,0.754519
2016-07-04,0.754274,0.759925,0.733787,0.742364
2016-07-11,0.742594,0.769705,0.737287,0.752142
2016-07-18,0.753393,0.761009,0.746478,0.750605
2016-07-25,0.75266,0.7651,0.747581,0.760562
2016-08-01,0.761442,0.76877,0.748617,0.751049
2016-08-08,0.751756,0.757336,0.744863,0.747075
2016-08-15,0.747295,0.767751,0.744125,0.761183
2016-08-22,0.759937,0.778731,0.758953,0.769928
2016-08-29,0.768773,0.791677,0.765835,0.787971
2016-09-05,0.788043,0.801188,0.787865,0.790671
2016-09-12,0.790909,0.795804,0.768014,0.76812
2016-09-19,0.768315,0.78067,0.765236,0.770978
2016-09-26,0.771275,0.784377,0.768491,0.779205
2016-10-03,0.775841,0.777686,0.718272,0.749954
2016-10-10,0.747957,0.750805,0.729362,0.737347
2016-10-17,0.735858,0.749364,0.734689,0.742954
2016-10-24,0.742219,0.751874,0.734143,0.746562
2016-10-31,0.746072,0.772526,0.744025,0.769942
2016-11-07,0.766066,0.78422,0.760468,0.779362
2016-11-14,0.777623,0.779183,0.76486,0.767434
2016-11-21,0.767496,0.780982,0.765512,0.779645
2016-11-28,0.779138,0.811862,0.774163,0.810862
2016-12-05,0.808032,0.818772,0.804704,0.810207
2016-12-12,0.81031,0.820293,0.792999,0.799823
2016-12-19,0.799752,0.814993,0.78893,0.807594
2016-12-26,0.807594,0.913682,0.805127,0.909396
2017-01-02,0.909396,0.917542,0.899727,0.906273
2017-01-09,0.903926,0.918108,0.89352,0.908835
2017-01-16,0.894552,0.940725,0.893493,0.937468
2017-01-23,0.937634,0.969203,0.937149,0.959216
2017-01-30,0.96213,0.983297,0.949198,0.965722
2017-02-06,0.966202,0.983686,0.955468,0.975844
2017-02-13,0.975844,0.982298,0.97127,0.973011
2017-02-20,0.97294,0.990386,0.972674,0.981325
2017-02-27,0.982507,0.984682,0.969583,0.975878
2017-03-06,0.975212,0.976394,0.965987,0.968741
2017-03-13,0.96812,0.990994,0.964385,0.989892
2017-03-20,0.989005,1.001899,0.985386,0.997189
2017-03-27,0.998453,1.018665,0.994671,1.017846
2017-04-03,1.017489,1.018592,1.005459,1.005833
2017-04-10,1.00615,1.02425,1.005451,1.019901
2017-04-17,1.020308,1.050982,1.019151,1.044655
2017-04-24,1.047257,1.064182,1.041873,1.062516
2017-05-01,1.060784,1.066181,1.053486,1.06559
2017-05-08,1.065771,1.067535,1.05574,1.058847
2017-05-15,1.05869,1.078697,1.057367,1.07749
2017-05-22,1.073993,1.080767,1.060919,1.06346
2017-05-29,1.063003,1.07632,1.062488,1.073679
2017-06-05,1.070922,1.083787,1.055209,1.063986
2017-06-12,1.061707,1.066392,1.052813,1.059898
2017-06-19,1.058521,1.064596,1.045521,1.062441
2017-06-26,1.063727,1.092127,1.061421,1.091775
2017-07-03,1.089831,1.099725,1.082237,1.091271
2017-07-10,1.09078,1.107695,1.082177,1.106656
2017-07-17,1.106301,1.108734,1.090363,1.095472
2017-07-24,1.095269,1.117786,1.095017,1.115391
2017-07-31,1.114601,1.129211,1.108436,1.109245
2017-08-07,1.10939,1.111432,1.1012,1.107089
2017-08-14,1.106944,1.108212,1.093251,1.096915
2017-08-21,1.095832,1.103208,1.091827,1.10213
2017-08-28,1.10617,1.113845,1.101597,1.10998
2017-09-04,1.110854,1.132313,1.106431,1.129231
2017-09-11,1.128528,1.156594,1.116655,1.153757
2017-09-18,1.151617,1.166494,1.143692,1.152298
2017-09-25,1.151982,1.159097,1.14097,1.145451
2017-10-02,1.143185,1.146067,1.114023,1.117204
2017-10-09,1.119675,1.144602,1.118119,1.139487
2017-10-16,1.141701,1.142353,1.121157,1.129535
2017-10-23,1.129098,1.143459,1.123324,1.130086
2017-10-30,1.12957,1.149671,1.125333,1.128509
2017-11-06,1.127759,1.141797,1.127016,1.138362
2017-11-13,1.135798,1.14389,1.127306,1.139887
2017-11-20,1.14006,1.153581,1.137437,1.151733
2017-11-27,1.150179,1.175553,1.141579,1.168821
2017-12-04,1.165463,1.175134,1.157707,1.163052
2017-12-11,1.162835,1.18131,1.156229,1.168334
2017-12-18,1.167782,1.183461,1.167703,1.177958
2017-12-25,1.177958,1.252255,1.177033,1.248501
2018-01-01,1.248501,1.260176,1.248501,1.255631
2018-01-08,1.254918,1.271817,1.245388,1.270262
2018-01-15,1.270318,1.293356,1.269975,1.284379
2018-01-22,1.288246,1.335826,1.285186,1.318804
2018-01-29,1.316299,1.338148,1.301773,1.323275
2018-02-05,1.321466,1.326199,1.292325,1.297902
2018-02-12,1.296634,1.332677,1.295282,1.322115
2018-02-19,1.320325,1.333845,1.312534,1.330065
2018-02-26,1.331598,1.35945,1.319411,1.34807
2018-03-05,1.347991,1.36074,1.344807,1.351899
2018-03-12,1.352074,1.366053,1.351089,1.357648
2018-03-19,1.356752,1.382701,1.354542,1.374212
2018-03-26,1.374358,1.385278,1.365358,1.36682
2018-04-02,1.367141,1.376434,1.362812,1.374688
2018-04-09,1.374893,1.396328,1.373819,1.390419
2018-04-16,1.390419,1.404161,1.366715,1.366832
2018-04-23,1.366637,1.37074,1.346181,1.348923
2018-04-30,1.348404,1.350598,1.325049,1.32894
2018-05-07,1.329599,1.337388,1.321901,1.329581
2018-05-14,1.329993,1.340784,1.321027,1.329718
2018-05-21,1.330004,1.333117,1.313754,1.313793
2018-05-28,1.315503,1.323581,1.304919,1.32161
2018-06-04,1.321442,1.337249,1.316935,1.330906
2018-06-11,1.331005,1.334162,1.307955,1.314271
2018-06-18,1.312885,1.321278,1.300151,1.315631
2018-06-25,1.314837,1.319005,1.298039,1.313327
2018-07-02,1.311328,1.327128,1.302604,1.326669
2018-07-09,1.329874,1.334368,1.308269,1.321329
2018-07-16,1.32069,1.32725,1.294188,1.311107
2018-07-23,1.310698,1.323771,1.305594,1.313172
2018-07-30,1.313883,1.323822,1.306791,1.309057
2018-08-06,1.309057,1.309873,1.281075,1.285465
2018-08-13,1.28319,1.296475,1.279223,1.295733
2018-08-20,1.295275,1.315147,1.293964,1.305885
2018-08-27,1.305143,1.329223,1.304208,1.319806
2018-09-03,1.31576,1.331227,1.305468,1.319517
2018-09-10,1.320406,1.343173,1.3178,1.335212
2018-09-17,1.335376,1.360149,1.335193,1.337443
2018-09-24,1.337995,1.357076,1.334765,1.337712
2018-10-01,1.338636,1.353816,1.328677,1.35264
2018-10-08,1.353682,1.366039,1.343995,1.354571
2018-10-15,1.348028,1.363834,1.341844,1.347083
2018-10-22,1.347898,1.349981,1.318867,1.323925
2018-10-29,1.323419,1.35726,1.310496,1.348996
2018-11-05,1.355397,1.369861,1.347339,1.348826
2018-11-12,1.342816,1.356593,1.311883,1.322039
2018-11-19,1.324277,1.346697,1.317348,1.334175
2018-11-26,1.33578,1.341427,1.325623,1.330831
2018-12-03,1.332596,1.341418,1.321436,1.332801
2018-12-10,1.330099,1.335942,1.306688,1.319834
2018-12-17,1.321491,1.334253,1.318513,1.325581
2018-12-24,1.327701,1.337776,1.326589,1.335504
2018-12-31,1.312854,1.326634,1.285109,1.321275
2019-01-07,1.3217,1.336793,1.319758,1.333572
2019-01-14,1.335245,1.356618,1.316231,1.342959
2019-01-21,1.342949,1.380115,1.338827,1.377974
2019-01-28,1.376471,1.379478,1.363189,1.367677
2019-02-04,1.366453,1.37071,1.349341,1.357865
2019-02-11,1.356616,1.366664,1.347053,1.358839
2019-02-18,1.361402,1.399114,1.359556,1.393191
2019-02-25,1.394931,1.426869,1.392828,1.411265
2019-03-04,1.415455,1.41662,1.390543,1.392973
2019-03-11,1.388103,1.435653,1.387386,1.425471
2019-03-18,1.426361,1.428185,1.394267,1.415797
2019-03-25,1.416912,1.425759,1.394341,1.400519
2019-04-01,1.400895,1.427328,1.397822,1.409546
2019-04-08,1.410358,1.419563,1.408497,1.412224
2019-04-15,1.41378,1.418104,1.403889,1.405414
2019-04-22,1.405879,1.408324,1.393189,1.397986
2019-04-29,1.399167,1.441084,1.397445,1.440559
2019-05-06,1.437705,1.440428,1.407932,1.411482
2019-05-13,1.411482,1.415912,1.390064,1.390556
2019-05-20,1.392481,1.401362,1.382414,1.394006
2019-05-27,1.395563,1.398075,1.380935,1.388841
2019-06-03,1.388313,1.40537,1.386597,1.401967
2019-06-10,1.401626,1.402408,1.381718,1.382663
2019-06-17,1.381147,1.403138,1.373569,1.402478
2019-06-24,1.40163,1.408067,1.394916,1.403644
2019-07-01,1.403832,1.40485,1.38392,1.388654
2019-07-08,1.388843,1.39515,1.379285,1.394451
2019-07-15,1.394307,1.395039,1.374065,1.386904
2019-07-22,1.387181,1.39503,1.378015,1.379222
2019-07-29,1.378609,1.379534,1.350056,1.364013
2019-08-05,1.36454,1.369847,1.348876,1.348876
2019-08-12,1.351602,1.359797,1.345156,1.356034
2019-08-19,1.357229,1.380724,1.347356,1.379511
2019-08-26,1.377444,1.382543,1.364242,1.366624
2019-09-02,1.365197,1.387977,1.343934,1.380607
2019-09-09,1.378315,1.393832,1.369131,1.392784
2019-09-16,1.391982,1.396351,1.359117,1.362549
2019-09-23,1.362057,1.366253,1.334523,1.335969
2019-09-30,1.336774,1.342734,1.298507,1.309542
2019-10-07,1.306345,1.34752,1.29349,1.340861
2019-10-14,1.339705,1.372152,1.327244,1.370472
2019-10-21,1.36781,1.37455,1.351093,1.354611
2019-10-28,1.353375,1.36337,1.341642,1.350844
2019-11-04,1.349998,1.351837,1.32724,1.327656
2019-11-11,1.330015,1.34069,1.327623,1.335544
2019-11-18,1.338009,1.34529,1.330043,1.330676
2019-11-25,1.333352,1.339254,1.322607,1.332918
2019-12-02,1.331,1.353973,1.329711,1.350415
2019-12-09,1.350662,1.37635,1.329025,1.357347
2019-12-16,1.358111,1.36691,1.305257,1.306674
2019-12-23,1.306121,1.309497,1.289723,1.304964
2019-12-30,1.306012,1.390818,1.303746,1.36104
2020-01-06,1.362279,1.379302,1.360207,1.36751
2020-01-13,1.365184,1.366242,1.34773,1.350481
2020-01-20,1.348301,1.378592,1.345384,1.36866
2020-01-27,1.368807,1.380522,1.356584,1.380021
2020-02-03,1.377407,1.378139,1.341918,1.342334
2020-02-10,1.343001,1.355857,1.340834,1.353606
2020-02-17,1.352091,1.354802,1.336649,1.347936
2020-02-24,1.346646,1.356611,1.32717,1.337317
2020-03-02,1.333135,1.340196,1.304662,1.332748
2020-03-09,1.335853,1.348614,1.228195,1.229998
2020-03-16,1.228696,1.244625,1.061117,1.084265
2020-03-23,1.085288,1.09735,0.972709,1.040466
2020-03-30,1.037841,1.042438,0.952955,0.957468
2020-04-06,0.953619,0.966923,0.947889,0.961589
2020-04-13,0.960324,0.975636,0.938809,0.945626
2020-04-20,0.945604,0.945838,0.926724,0.939537
2020-04-27,0.939544,0.983389,0.93943,0.971271
2020-05-04,0.971006,0.986526,0.964877,0.981256
2020-05-11,0.980852,0.984176,0.948487,0.94855
2020-05-18,0.946982,0.971163,0.946598,0.961173
2020-05-25,0.96205,0.987886,0.961402,0.984012
2020-06-01,0.981987,1.018833,0.981979,1.013407
2020-06-08,1.014615,1.041781,1.009734,1.01917
2020-06-15,1.017121,1.048042,1.012585,1.027512
2020-06-22,1.027728,1.058075,1.026945,1.040089
2020-06-29,1.040478,1.082758,1.033526,1.078575
2020-07-06,1.076726,1.120023,1.076458,1.11501
2020-07-13,1.114966,1.11974,1.103252,1.111343
2020-07-20,1.111503,1.135473,1.107345,1.134302
2020-07-27,1.134267,1.179276,1.133087,1.170931
2020-08-03,1.171065,1.194814,1.162371,1.182346
2020-08-10,1.182527,1.196684,1.1797,1.19083
2020-08-17,1.192032,1.206409,1.187279,1.18967
2020-08-24,1.189197,1.22544,1.186779,1.224642
2020-08-31,1.223293,1.237055,1.214061,1.223349
2020-09-07,1.220317,1.2224,1.164122,1.166977
2020-09-14,1.166977,1.1791,1.162202,1.166556
2020-09-21,1.166565,1.171399,1.148272,1.154221
2020-09-28,1.156912,1.197352,1.1552,1.192739
2020-10-05,1.192859,1.203434,1.184574,1.202761
2020-10-12,1.201027,1.206532,1.171122,1.175939
2020-10-19,1.173717,1.196555,1.17369,1.184124
2020-10-26,1.185486,1.198908,1.179829,1.188042
2020-11-02,1.185766,1.210894,1.179608,1.207824
2020-11-09,1.209056,1.223788,1.204622,1.212601
2020-11-16,1.211039,1.220028,1.208039,1.21605
2020-11-23,1.216581,1.234269,1.214264,1.225748
2020-11-30,1.22794,1.250382,1.225711,1.240159
2020-12-07,1.238349,1.243333,1.211619,1.219312
2020-12-14,1.231968,1.24517,1.225068,1.235702
2020-12-21,1.224242,1.237792,1.205224,1.229757
2020-12-28,1.230939,1.300903,1.220496,1.298032
2021-01-04,1.297081,1.30887,1.287139,1.297708
2021-01-11,1.297708,1.316033,1.287751,1.303104
2021-01-18,1.304419,1.308873,1.292648,1.297402
2021-01-25,1.297659,1.317107,1.291415,1.310444
2021-02-01,1.311851,1.326011,1.302977,1.324815
2021-02-08,1.323406,1.333741,1.320221,1.331595
2021-02-15,1.331854,1.341847,1.313373,1.32947
2021-02-22,1.330591,1.347455,1.314046,1.317442
2021-03-01,1.317915,1.338741,1.311292,1.320919
2021-03-08,1.319124,1.335865,1.317987,1.32689
2021-03-15,1.326928,1.330591,1.304583,1.307281
2021-03-22,1.304923,1.308979,1.284521,1.294979
2021-03-29,1.295787,1.303494,1.287903,1.300238
2021-04-05,1.300483,1.309751,1.287771,1.290842
2021-04-12,1.290908,1.298797,1.286975,1.297906
2021-04-19,1.297343,1.314467,1.295776,1.303763
2021-04-26,1.303068,1.331258,1.302081,1.315952
2021-05-03,1.315609,1.333193,1.314533,1.331289
2021-05-10,1.333126,1.350161,1.331956,1.344017
2021-05-17,1.344532,1.356581,1.332235,1.336137
2021-05-24,1.33712,1.352611,1.333397,1.348929
2021-05-31,1.348501,1.355588,1.338506,1.34495
2021-06-07,1.344361,1.351483,1.340425,1.344073
2021-06-14,1.343501,1.345739,1.296641,1.297252
2021-06-21,1.297252,1.312821,1.296133,1.298807
2021-06-28,1.298807,1.309275,1.293535,1.304717
2021-07-05,1.304783,1.312345,1.297128,1.312326
2021-07-12,1.311306,1.313015,1.283052,1.283052
2021-07-19,1.284563,1.284758,1.264632,1.278719
2021-07-26,1.279687,1.302465,1.278198,1.295106
2021-08-02,1.29478,1.298311,1.288196,1.288558
2021-08-09,1.288949,1.291281,1.279867,1.286661
2021-08-16,1.286661,1.288006,1.25416,1.255829
2021-08-23,1.255607,1.277128,1.254602,1.27495
2021-08-30,1.274376,1.288367,1.272782,1.284128
2021-09-06,1.285065,1.293411,1.276876,1.287432
2021-09-13,1.287432,1.295711,1.2647,1.2654
2021-09-20,1.266119,1.267308,1.252744,1.257991
2021-09-27,1.257872,1.263781,1.244579,1.257408
2021-10-04,1.258838,1.275717,1.256331,1.271336
2021-10-11,1.271785,1.296236,1.267339,1.293525
2021-10-18,1.293902,1.313565,1.290194,1.305608
2021-10-25,1.305153,1.348763,1.304564,1.335798
2021-11-01,1.335749,1.369731,1.3283,1.349292
2021-11-08,1.347522,1.360651,1.323415,1.329252
2021-11-15,1.329094,1.339352,1.327726,1.332256
2021-11-22,1.332791,1.333098,1.320018,1.325873
2021-11-29,1.325496,1.336016,1.311687,1.323948
2021-12-06,1.322047,1.329722,1.318012,1.328768
2021-12-13,1.325804,1.330043,1.309875,1.316071
2021-12-20,1.31618,1.332473,1.310044,1.327496
2021-12-27,1.327585,1.345837,1.281489,1.287866
2022-01-03,1.287028,1.292857,1.278177,1.291526
2022-01-10,1.29126,1.303364,1.286496,1.29597
2022-01-17,1.295904,1.297771,1.270526,1.271277
2022-01-24,1.270301,1.272402,1.253953,1.256694
2022-01-31,1.257333,1.27674,1.256544,1.267334
2022-02-07,1.268767,1.277612,1.263858,1.268641
2022-02-14,1.268791,1.272556,1.261493,1.266754
2022-02-21,1.266987,1.272164,1.233794,1.246557
2022-02-28,1.237169,1.249841,1.229749,1.23205
2022-03-07,1.230979,1.233056,1.181515,1.18244
2022-03-14,1.182069,1.19559,1.178847,1.192495
2022-03-21,1.191916,1.201292,1.187382,1.189662
2022-03-28,1.189238,1.193696,1.177965,1.187394
2022-04-04,1.185773,1.192257,1.175933,1.180716
2022-04-11,1.180535,1.187548,1.171741,1.179238
2022-04-18,1.178046,1.183654,1.159483,1.160351
2022-04-25,1.160966,1.161346,1.124827,1.139029
2022-05-02,1.139926,1.145059,1.112225,1.11738
2022-05-09,1.11883,1.124003,1.100161,1.109664
2022-05-16,1.107592,1.133389,1.1057,1.130384
2022-05-23,1.129217,1.150194,1.128565,1.146435
2022-05-30,1.146435,1.149531,1.131777,1.134557
2022-06-06,1.134503,1.144623,1.117005,1.118267
2022-06-13,1.118285,1.124859,1.083633,1.107831
2022-06-20,1.107831,1.117433,1.102357,1.1125
2022-06-27,1.1125,1.117903,1.088268,1.098936
2022-07-04,1.099954,1.105479,1.081225,1.096141
2022-07-11,1.096141,1.09697,1.071135,1.080863
2022-07-18,1.081027,1.098104,1.080517,1.092651
2022-07-25,1.094481,1.111831,1.088728,1.105039
2022-08-01,1.105039,1.11618,1.091379,1.097234
2022-08-08,1.097162,1.115731,1.095416,1.10258
2022-08-15,1.10258,1.107548,1.075532,1.078524
2022-08-22,1.078524,1.085676,1.068737,1.070578
2022-08-29,1.070095,1.072868,1.051232,1.052275
2022-09-05,1.048982,1.061602,1.037434,1.05388
2022-09-12,1.058875,1.067771,1.03056,1.03658
2022-09-19,1.03598,1.040602,0.98606,0.987544
2022-09-26,0.982292,1.025191,0.942591,1.017992
2022-10-03,1.018402,1.057105,1.011595,1.019989
2022-10-10,1.019024,1.050936,1.00717,1.032189
2022-10-17,1.037453,1.060567,1.03274,1.054693
2022-10-24,1.063555,1.090557,1.05121,1.087589
2022-10-31,1.082747,1.089027,1.049214,1.070929
2022-11-07,1.064149,1.116053,1.063141,1.113841
2022-11-14,1.110122,1.132444,1.102355,1.122771
2022-11-21,1.123234,1.14847,1.112486,1.142138
2022-11-28,1.139417,1.168739,1.128323,1.166537
2022-12-05,1.166537,1.171891,1.149488,1.164576
2022-12-12,1.163427,1.181553,1.149219,1.151248
2022-12-19,1.152187,1.160835,1.136226,1.141371
2022-12-26,1.141371,1.148363,1.136591,1.144546
2023-01-02,1.144546,1.151739,1.126932,1.150473
2023-01-09,1.150007,1.165973,1.149836,1.163889
2023-01-16,1.162718,1.170895,1.147766,1.161114
2023-01-23,1.161207,1.165947,1.13884,1.148622
2023-01-30,1.148816,1.156325,1.122897,1.123652
2023-02-06,1.121648,1.135039,1.11527,1.12143
2023-02-13,1.122342,1.142122,1.115711,1.12736
2023-02-20,1.125862,1.13752,1.117455,1.118532
2023-02-27,1.119582,1.14063,1.116968,1.136309
2023-03-06,1.134309,1.143702,1.114328,1.135837
2023-03-13,1.140491,1.152237,1.093518,1.108323
2023-03-20,1.110991,1.118575,1.097624,1.101126
2023-03-27,1.100307,1.117398,1.100208,1.108934
2023-04-03,1.108565,1.135172,1.103987,1.125801
2023-04-10,1.125801,1.139286,1.119742,1.127109
2023-04-17,1.126246,1.135597,1.121733,1.132602
2023-04-24,1.131837,1.138574,1.108056,1.122529
2023-05-01,1.121698,1.125084,1.110995,1.122788
